BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
260000,5.7488,5.82578,5.82582,7.5252,5.83515,4.11845,1.66598,1.07205,5.75008,28744,8.62594,0,0
265000,5.8128,5.82554,5.82556,7.5252,5.83515,4.11845,1.66598,1.07205,5.7689,29064,8.62512,0,0
270000,5.768,5.82447,5.82451,7.5252,5.83515,4.11845,1.66598,1.07205,5.76863,28840,8.65334,0,0
275000,5.7968,5.82397,5.824,7.5252,5.83515,4.11845,1.66598,1.07205,5.77708,28984,8.65294,0,0
280000,5.7984,5.82351,5.82353,7.5252,5.83515,4.11845,1.66598,1.07205,5.78348,28992,8.66562,0,0
285000,5.7808,5.82276,5.82278,7.5252,5.83515,4.11845,1.66598,1.07205,5.78267,28904,8.67521,0,0
290000,5.7808,5.82204,5.82205,7.5252,5.83515,4.11845,1.66598,1.07205,5.78211,28904,8.67401,0,0
295000,5.7952,5.82159,5.82161,7.5252,5.83515,4.11845,1.66598,1.07205,5.78604,28976,8.67317,0,0
300000,5.7936,5.82112,5.82114,7.5252,5.83515,4.11845,1.66598,1.07205,5.78831,28968,8.67906,0,0
305000,5.7984,5.82075,5.82076,7.5252,5.83515,4.11845,1.66598,1.07205,5.79133,28992,8.68246,0,0
310000,6.1824,5.82658,5.8266,7.5252,5.83515,4.11845,1.66598,1.07205,5.90865,30912,8.687,0,0
315000,6.1968,5.83246,5.83247,7.5252,5.83515,4.11845,1.66598,1.07205,5.9951,30984,8.86298,0,0
320000,6.1648,5.83765,5.83767,7.5252,5.83515,4.11845,1.66598,1.07205,6.04601,30824,8.99265,0,0
325000,6.1264,5.84209,5.84212,7.5252,5.83515,4.11845,1.66598,1.07205,6.07013,30632,9.06901,0,0
330000,6.0768,5.84565,5.84566,7.5252,5.83515,4.11845,1.66598,1.07205,6.07213,30384,9.10519,0,0
335000,6.0576,5.84881,5.84882,7.5252,5.83515,4.11845,1.66598,1.07205,6.06777,30288,9.10819,0,0
340000,6.056,5.85186,5.85188,7.5252,5.83515,4.11845,1.66598,1.07205,6.06424,30280,9.10165,0,0
345000,5.9984,5.85398,5.854,7.5252,5.83515,4.11845,1.66598,1.07205,6.04449,29992,9.09636,0,0
350000,5.968,5.85561,5.85564,7.5252,5.83515,4.11845,1.66598,1.07205,6.02154,29840,9.06673,0,0
355000,5.9552,5.85701,5.85702,7.5252,5.83515,4.11845,1.66598,1.07205,6.00164,29776,9.03231,0,0
360000,5.9904,5.85887,5.85889,7.5252,5.83515,4.11845,1.66598,1.07205,5.99827,29952,9.00246,0,0
365000,5.9776,5.86049,5.86052,7.5252,5.83515,4.11845,1.66598,1.07205,5.99207,29888,8.9974,0,0
370000,5.8784,5.86074,5.86075,7.5252,5.83515,4.11845,1.66598,1.07205,5.95797,29392,8.9881,0,0
375000,5.9024,5.86129,5.86131,7.5252,5.83515,4.11845,1.66598,1.07205,5.9413,29512,8.93695,0,0
380000,5.88,5.86154,5.86156,7.5252,5.83515,4.11845,1.66598,1.07205,5.92291,29400,8.91195,0,0
385000,5.9248,5.86236,5.86237,7.5252,5.83515,4.11845,1.66598,1.07205,5.92348,29624,8.88436,0,0
390000,5.9776,5.86384,5.86385,7.5252,5.83515,4.11845,1.66598,1.07205,5.93971,29888,8.88521,0,0
395000,5.936,5.86475,5.86476,7.5252,5.83515,4.11845,1.66598,1.07205,5.9386,29680,8.90957,0,0
400000,5.9248,5.8655,5.86551,7.5252,5.83515,4.11845,1.66598,1.07205,5.93446,29624,8.9079,0,0
405000,5.8576,5.8654,5.86541,7.5252,5.83515,4.11845,1.66598,1.07205,5.9114,29288,8.90169,0,0
410000,5.8864,5.86566,5.86568,7.5252,5.83515,4.11845,1.66598,1.07205,5.9039,29432,8.8671,0,0
415000,5.8816,5.86585,5.86586,7.5252,5.83515,4.11845,1.66598,1.07205,5.89721,29408,8.85585,0,0
420000,5.872,5.86592,5.86593,7.5252,5.83515,4.11845,1.66598,1.07205,5.88965,29360,8.84582,0,0
425000,5.8928,5.86624,5.86626,7.5252,5.83515,4.11845,1.66598,1.07205,5.89059,29464,8.83447,0,0
430000,5.9104,5.86675,5.86677,7.5252,5.83515,4.11845,1.66598,1.07205,5.89654,29552,8.83589,0,0
435000,5.9184,5.86735,5.86737,7.5252,5.83515,4.11845,1.66598,1.07205,5.90309,29592,8.8448,0,0
440000,5.8688,5.86736,5.86738,7.5252,5.83515,4.11845,1.66598,1.07205,5.89281,29344,8.85464,0,0
445000,5.8672,5.86736,5.86738,7.5252,5.83515,4.11845,1.66598,1.07205,5.88512,29336,8.83921,0,0
450000,5.9056,5.86779,5.8678,7.5252,5.83515,4.11845,1.66598,1.07205,5.89127,29528,8.82769,0,0
455000,5.8704,5.86782,5.86784,7.5252,5.83515,4.11845,1.66598,1.07205,5.88501,29352,8.8369,0,0
460000,5.8384,5.8675,5.86751,7.5252,5.83515,4.11845,1.66598,1.07205,5.87102,29192,8.82751,0,0
465000,5.8576,5.86739,5.86739,7.5252,5.83515,4.11845,1.66598,1.07205,5.867,29288,8.80654,0,0
470000,5.8624,5.86734,5.86735,7.5252,5.83515,4.11845,1.66598,1.07205,5.86562,29312,8.8005,0,0
475000,5.8832,5.8675,5.86751,7.5252,5.83515,4.11845,1.66598,1.07205,5.87089,29416,8.79843,0,0
480000,5.8544,5.86737,5.86738,7.5252,5.83515,4.11845,1.66598,1.07205,5.86594,29272,8.80634,0,0
485000,5.8784,5.86748,5.8675,7.5252,5.83515,4.11845,1.66598,1.07205,5.86968,29392,8.79892,0,0
490000,5.8336,5.86713,5.86714,7.5252,5.83515,4.11845,1.66598,1.07205,5.85886,29168,8.80452,0,0
495000,5.8752,5.86722,5.86722,7.5252,5.83515,4.11845,1.66598,1.07205,5.86376,29376,8.78829,0,0
500000,5.824,5.86678,5.86679,7.5252,5.83515,4.11845,1.66598,1.07205,5.85183,29120,8.79564,0,0
505000,5.8432,5.86655,5.86656,7.5252,5.83515,4.11845,1.66598,1.07205,5.84924,29216,8.77775,0,0
510000,5.776,5.86566,5.86568,7.5252,5.83515,4.11845,1.66598,1.07205,5.82727,28880,8.77386,0,0
515000,5.8144,5.86517,5.86518,7.5252,5.83515,4.11845,1.66598,1.07205,5.82341,29072,8.7409,0,0
520000,5.8128,5.86466,5.86467,7.5252,5.83515,4.11845,1.66598,1.07205,5.82023,29064,8.73511,0,0
525000,5.8192,5.86423,5.86425,7.5252,5.83515,4.11845,1.66598,1.07205,5.81992,29096,8.73034,0,0
530000,5.856,5.86415,5.86416,7.5252,5.83515,4.11845,1.66598,1.07205,5.83074,29280,8.72988,0,0
535000,5.8112,5.86366,5.86367,7.5252,5.83515,4.11845,1.66598,1.07205,5.82488,29056,8.74611,0,0
540000,5.8128,5.86319,5.86319,7.5252,5.83515,4.11845,1.66598,1.07205,5.82126,29064,8.73732,0,0
545000,5.8064,5.86266,5.86267,7.5252,5.83515,4.11845,1.66598,1.07205,5.8168,29032,8.73188,0,0
550000,5.7792,5.86191,5.86192,7.5252,5.83515,4.11845,1.66598,1.07205,5.80552,28896,8.7252,0,0
555000,5.8256,5.86158,5.86159,7.5252,5.83515,4.11845,1.66598,1.07205,5.81154,29128,8.70828,0,0
560000,5.8224,5.86123,5.86124,7.5252,5.83515,4.11845,1.66598,1.07205,5.8148,29112,8.71732,0,0
565000,5.7952,5.86064,5.86065,7.5252,5.83515,4.11845,1.66598,1.07205,5.80892,28976,8.7222,0,0
570000,5.7968,5.86008,5.8601,7.5252,5.83515,4.11845,1.66598,1.07205,5.80528,28984,8.71338,0,0
575000,5.7728,5.85933,5.85934,7.5252,5.83515,4.11845,1.66598,1.07205,5.79554,28864,8.70793,0,0
580000,5.7696,5.85855,5.85856,7.5252,5.83515,4.11845,1.66598,1.07205,5.78776,28848,8.69331,0,0
585000,5.7776,5.85786,5.85787,7.5252,5.83515,4.11845,1.66598,1.07205,5.78471,28888,8.68164,0,0
590000,5.9408,5.85856,5.85857,7.5252,5.83515,4.11845,1.66598,1.07205,5.83154,29704,8.67707,0,0
595000,6.3728,5.86288,5.86289,7.5252,5.83515,4.11845,1.66598,1.07205,5.99392,31864,8.74731,0,0
600000,6.3056,5.86657,5.86659,7.5252,5.83515,4.11845,1.66598,1.07205,6.08742,31528,8.99087,0,0
605000,6.2624,5.86984,5.86985,7.5252,5.83515,4.11845,1.66598,1.07205,6.13991,31312,9.13113,0,0
610000,6.2192,5.87271,5.87271,7.5252,5.83515,4.11845,1.66598,1.07205,6.1637,31096,9.20987,0,0
