BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
530000,1.424,3.6536,3.6536,6.09451,4.21667,2.74361,1.62898,1.17049,1.23193,7120,1.72442,0,1
535000,2.0624,3.63873,3.63874,6.09451,4.21667,2.74361,1.62898,1.17049,1.48107,10312,1.8479,0,1
540000,1.2992,3.61707,3.61707,6.09451,4.21667,2.74361,1.62898,1.17049,1.42651,6496,2.22161,0,1
545000,1.8064,3.60046,3.60047,6.09451,4.21667,2.74361,1.62898,1.17049,1.54048,9032,2.13977,0,1
550000,1.712,3.58329,3.58329,6.09451,4.21667,2.74361,1.62898,1.17049,1.59193,8560,2.31072,0,1
555000,0.9664,3.55971,3.55972,6.09451,4.21667,2.74361,1.62898,1.17049,1.40427,4832,2.3879,0,1
560000,0.9088,3.53604,3.53606,6.09451,4.21667,2.74361,1.62898,1.17049,1.25563,4544,2.10641,0,1
565000,0.84,3.51218,3.5122,6.09451,4.21667,2.74361,1.62898,1.17049,1.13094,4200,1.88345,0,1
570000,0.976,3.48994,3.48994,6.09451,4.21667,2.74361,1.62898,1.17049,1.08446,4880,1.69641,0,1
575000,0.832,3.46682,3.46683,6.09451,4.21667,2.74361,1.62898,1.17049,1.00872,4160,1.62669,0,1
580000,0.84,3.44418,3.44419,6.09451,4.21667,2.74361,1.62898,1.17049,0.958105,4200,1.51308,0,1
585000,1.3888,3.42661,3.42662,6.09451,4.21667,2.74361,1.62898,1.17049,1.08731,6944,1.43716,0,1
590000,1.1072,3.40696,3.40696,6.09451,4.21667,2.74361,1.62898,1.17049,1.09328,5536,1.63097,0,1
595000,0.9936,3.38668,3.38668,6.09451,4.21667,2.74361,1.62898,1.17049,1.06338,4968,1.63992,0,1
600000,1.5216,3.37113,3.37114,6.09451,4.21667,2.74361,1.62898,1.17049,1.20084,7608,1.59506,0,1
605000,0.984,3.3514,3.35141,6.09451,4.21667,2.74361,1.62898,1.17049,1.13579,4920,1.80126,0,1
610000,0.8864,3.3312,3.33121,6.09451,4.21667,2.74361,1.62898,1.17049,1.06097,4432,1.70369,0,1
615000,0.9408,3.31177,3.31178,6.09451,4.21667,2.74361,1.62898,1.17049,1.02492,4704,1.59146,0,1
620000,1.1744,3.29453,3.29454,6.09451,4.21667,2.74361,1.62898,1.17049,1.06976,5872,1.53738,0,1
625000,1.4896,3.28009,3.28009,6.09451,4.21667,2.74361,1.62898,1.17049,1.19572,7448,1.60465,0,1
630000,0.9712,3.26177,3.26177,6.09451,4.21667,2.74361,1.62898,1.17049,1.12836,4856,1.79357,0,1
635000,0.928,3.24339,3.2434,6.09451,4.21667,2.74361,1.62898,1.17049,1.06825,4640,1.69254,0,1
640000,0.8528,3.22471,3.22473,6.09451,4.21667,2.74361,1.62898,1.17049,1.00362,4264,1.60238,0,1
645000,1.0448,3.20781,3.20782,6.09451,4.21667,2.74361,1.62898,1.17049,1.01597,5224,1.50543,0,1
650000,0.9552,3.19049,3.1905,6.09451,4.21667,2.74361,1.62898,1.17049,0.99774,4776,1.52396,0,1
655000,0.9296,3.17323,3.17324,6.09451,4.21667,2.74361,1.62898,1.17049,0.977298,4648,1.49661,0,1
660000,0.8304,3.15548,3.15549,6.09451,4.21667,2.74361,1.62898,1.17049,0.933229,4152,1.46595,0,1
665000,0.8048,3.1378,3.13782,6.09451,4.21667,2.74361,1.62898,1.17049,0.8947,4024,1.39984,0,1
670000,0.8752,3.12092,3.12093,6.09451,4.21667,2.74361,1.62898,1.17049,0.88885,4376,1.34205,0,1
675000,0.8032,3.10375,3.10376,6.09451,4.21667,2.74361,1.62898,1.17049,0.863155,4016,1.33328,0,1
680000,0.7392,3.08636,3.08637,6.09451,4.21667,2.74361,1.62898,1.17049,0.825969,3696,1.29473,0,1
685000,0.8448,3.07,3.07001,6.09451,4.21667,2.74361,1.62898,1.17049,0.831618,4224,1.23895,0,1
690000,0.8832,3.05416,3.05417,6.09451,4.21667,2.74361,1.62898,1.17049,0.847093,4416,1.24743,0,1
695000,0.7472,3.03756,3.03756,6.09451,4.21667,2.74361,1.62898,1.17049,0.817125,3736,1.27064,0,1
700000,0.8256,3.02176,3.02177,6.09451,4.21667,2.74361,1.62898,1.17049,0.819667,4128,1.22569,0,1
705000,0.832,3.00623,3.00624,6.09451,4.21667,2.74361,1.62898,1.17049,0.823367,4160,1.2295,0,1
710000,0.9856,2.992,2.99201,6.09451,4.21667,2.74361,1.62898,1.17049,0.872037,4928,1.23505,0,1
