BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
515000,1.4592,1.64042,1.64043,4.84217,2.71829,1.93287,1.57634,1.40726,1.51257,7296,2.30316,0,0
520000,1.5936,1.63997,1.63998,4.84217,2.71829,1.93287,1.57634,1.40726,1.53688,7968,2.26885,0,0
525000,1.6432,1.64,1.64001,4.84217,2.71829,1.93287,1.57634,1.40726,1.56878,8216,2.30532,0,0
530000,1.5536,1.63918,1.6392,4.84217,2.71829,1.93287,1.57634,1.40726,1.56422,7768,2.35316,0,0
535000,1.6192,1.639,1.63901,4.84217,2.71829,1.93287,1.57634,1.40726,1.58072,8096,2.34633,0,0
540000,1.6464,1.63907,1.63908,4.84217,2.71829,1.93287,1.57634,1.40726,1.60042,8232,2.37107,0,0
545000,1.4832,1.63764,1.63765,4.84217,2.71829,1.93287,1.57634,1.40726,1.56525,7416,2.40063,0,0
550000,1.4688,1.6361,1.63612,4.84217,2.71829,1.93287,1.57634,1.40726,1.53632,7344,2.34788,0,0
555000,1.568,1.63549,1.63549,4.84217,2.71829,1.93287,1.57634,1.40726,1.54582,7840,2.30448,0,0
560000,1.4432,1.63377,1.63379,4.84217,2.71829,1.93287,1.57634,1.40726,1.51504,7216,2.31873,0,0
565000,1.4544,1.63218,1.6322,4.84217,2.71829,1.93287,1.57634,1.40726,1.49685,7272,2.27255,0,0
570000,1.5792,1.63172,1.63172,4.84217,2.71829,1.93287,1.57634,1.40726,1.52155,7896,2.24527,0,0
575000,1.4544,1.63018,1.63019,4.84217,2.71829,1.93287,1.57634,1.40726,1.50141,7272,2.28233,0,0
580000,1.4752,1.62884,1.62885,4.84217,2.71829,1.93287,1.57634,1.40726,1.49354,7376,2.25211,0,0
585000,1.5152,1.62787,1.62788,4.84217,2.71829,1.93287,1.57634,1.40726,1.50004,7576,2.24032,0,0
590000,1.4832,1.62664,1.62666,4.84217,2.71829,1.93287,1.57634,1.40726,1.49499,7416,2.25006,0,0
595000,1.4464,1.62513,1.62514,4.84217,2.71829,1.93287,1.57634,1.40726,1.48041,7232,2.24248,0,0
600000,1.5744,1.62471,1.62472,4.84217,2.71829,1.93287,1.57634,1.40726,1.50861,7872,2.22062,0,0
605000,1.4656,1.62339,1.6234,4.84217,2.71829,1.93287,1.57634,1.40726,1.49571,7328,2.26291,0,0
610000,1.6176,1.62334,1.62336,4.84217,2.71829,1.93287,1.57634,1.40726,1.53227,8088,2.24356,0,0
615000,1.536,1.62263,1.62264,4.84217,2.71829,1.93287,1.57634,1.40726,1.53339,7680,2.29841,0,0
620000,1.568,1.62219,1.6222,4.84217,2.71829,1.93287,1.57634,1.40726,1.54377,7840,2.30009,0,0
625000,1.4896,1.62113,1.62114,4.84217,2.71829,1.93287,1.57634,1.40726,1.52752,7448,2.31566,0,0
630000,1.4816,1.62003,1.62003,4.84217,2.71829,1.93287,1.57634,1.40726,1.51375,7408,2.29128,0,0
635000,1.512,1.61917,1.61919,4.84217,2.71829,1.93287,1.57634,1.40726,1.51322,7560,2.27062,0,0
640000,1.4832,1.61811,1.61812,4.84217,2.71829,1.93287,1.57634,1.40726,1.50422,7416,2.26983,0,0
645000,1.5328,1.61745,1.61746,4.84217,2.71829,1.93287,1.57634,1.40726,1.51279,7664,2.25632,0,0
650000,1.3904,1.6157,1.61571,4.84217,2.71829,1.93287,1.57634,1.40726,1.47607,6952,2.26919,0,0
655000,1.4688,1.61458,1.61459,4.84217,2.71829,1.93287,1.57634,1.40726,1.47389,7344,2.21411,0,0
660000,1.4464,1.61331,1.61332,4.84217,2.71829,1.93287,1.57634,1.40726,1.46564,7232,2.21084,0,0
